id,text,polarization,text_en
arb_8af3821eb3d930a2aa396a76166c87e3,"فنانة العرب هههههههههههه والله ضحكتينى هاد غبيه ووقحه 
انا مابحبها اعود بالله هاد شيطانه",1,"And God made me laugh, so stupid and rude, and I don't love her."
arb_8b0842ab115fa20b747ccf5a8bbdde5d,طكاكه مجردة من الاخلاق سوقية في كلامها وتربية سزز وهي ليست سوى غجرية,1,"A cookie that's devoid of market morality in her words and the raising of Szez, and she's just a gypsy."
arb_cf0fb486abe5894210703f5e1042287b,انت يلي رافع هذا المقطع خراي عليك وعلى الملكة احلام ههههه,1,You're following up on this piece. Dirty on you and on the queen dreams.
arb_5060b91a0ee626c6e77b0c83e16ce0ec,وصل بها أنها أصيبت بجنون البقر عفوا العظمه للكلب العظمه يخرب بيتج ضل حد ما تخانقتي معاه غبيييييييييييييييه,1,She got mad cows. Excuse me. The bone dog is ruining the bone.
arb_3ede0b089e2cc61e8ddb45b8279d17fd,"يخرب بيتك مزنخك
بغله لو ضليتي بس تسمعينا الاغاني بصوتك كان اشرفلك
بس وقد يلي بينتي ع حقيقتك بتقرررفي 
مريضه نفسيه
اخ تفو",1,"If you're lost, you'll hear the songs in your voice... but I'll honor you... and you'll find out what you really are... by deciding on your mental illness."
arb_627d38a123174a7cfdad7fbb03b7c7fd,هاذيلا معزلة وخربو الفن بسلوبهم وشكالهم ولبسهم راح الفن وماعترف فيهم فنانين من راغب لين مقدمة البرنامج كلهم حثالة.,1,"These are the lonely ones, and the spoilers of the art, with their styles, and their appearances, the rest of the art, and their admissions by artists of the desire of the presenter of the program, all of them scum."
arb_4d02aad272a85e5197024ab98490351e,لما تذكروني بهذه الجرثومة اللي مرضت الفن ووسخت الفنانين. اه وردة الجزائرية وماجدة الرومي ووووواهاه,1,"Why do you remind me of this germ, which made art sick, and made artists sick? Ah, the rose of the Algerian, and the majesty of the turkey."
arb_3eb0f62b3b3d5ec6822a58c9289c825c,ايباخ امسية نفسج ملكة ونتي جكمة او جنج قرد,1,"Epach, evening, the Queen's savior, and you're a hunch or a monkey genie."
arb_acd73cb8da3262ac82edb5351530d831,كس امك يا احلام وكس ام الفن الي اعترف فيك,1,"Fuck your mother, you dreams, and the mother of art, who confesses to you."
arb_b8577a354eb2cff0fe01a7672885ca0c,"هي ملكة بس 
على
 عرش
قمة الحمير اللي يسمعوها
ويكرم السامعين والمتابعين هنا
بالردود",1,"She is a queen, but on the throne of the top of the donkeys who hear her and honor the listeners and the followers here with the answers."
arb_72d0c1794c72be31db903ef1d0dcac92,وهية احلام منيلهة صوت بس جوعر مثل الجاموسة ههههههههههههههههههههههههههه,1,"And they're dreams of a sound of a hunger like a buffalo, a buffalo, a buffalo, a buffalo, a buffalo."
arb_1dbfb278ce2003e5c7a26a8b9b59cfe3,احلام بقره والله هبلا والنَّاس يضحكون عليها وماتحس وماتفهم,1,"A cow's dreams, and God's in vain, and people laugh at them, and what you feel and what you understand."
arb_8399ad58c0eb8b448609f99ffd278897,حبيبتي أحلام انتي تاج على رأس كل نجس يمسك بكلام مولئق فيكي ماعليكي منهم تره كلهم بيغارومنك حبيبتي أحلام اني.من العراق ومعجبه بيج,1,"Sweetheart, dreams... you're a crown on the head of every unclean person... holding on to the words of a gentleman in you... and what you have to show them... is that they're all in your heart... my love... dreams that I'm from Iraq... and I like Paige."
arb_455d4fa040cdb3dc09f7ba05fceab39c,"عبدة طقاقة 
الخرا كل ما حركتة فاحت ريحتة 
وأحلام خرا. .. يعني اعطيتوها أكبر من حجمها كويحه",1,"The slave of the flavor, everything you've moved, it's blown away, it's a dream, it means you've given it more than its size."
arb_afd23d8dd8ca807adc455a5e86e14bec,كس امك يا احلام الطقاقة ولك انتي وحدة شرموطة تمص القضيب من كنتي صغيرة وكل الخليج يعرف ولك  خلي زوجك الخنزير يلحس كسك الخايس,1,"Fuck your mom, you cream dreams... and you're a cock-sucking unit... and all the bay knows... and your husband's a pig... sucks your pussy."
arb_0e42ef3307221775d0170110d2d88d05,هاي مراهقة وتحس روحها مثل نانسي وباقي الفنانات الصغار الله ياخذج وياخذ امثالج يابكرة,1,"She's a teenager, and she feels her soul like Nancy and the other young artists."
arb_2f72266987f940647091a2b8e7ab53eb,بيف باف قاتل الحشرات والصراصير ومنهم احلام جربو ولا احلام بعد اليوم.,1,"Bev Buff fought bugs and cockroaches, among them are dreams that are tried, and no dreams anymore."
arb_a8eb865436fc86402812d5e2481d370b,سخيفه ومعتوه والشرهه على اللي خرجها من شرنقة الطقاقات,1,"Ridiculous, crazy, bad guy who got her out of the cocoon."
arb_2c29dd64ef8ea4260c4884dcc1a789ce,غبيييييي هو والي جنبه قال بالتركي نمسا يعني نامو يااتافه بالتركي مافي ولا كلمة نمسا طبيعي تكون غبي لانك قاعد جنب مصدر الغباء,1,"My idiot, he and his side, he said, ""Turk, a tiger"" means ""sleeping,"" ""muffy,"" or ""normal tiger,"" you're stupid because you're sitting next to the source of stupidity."
arb_21b076c75094958a43dc57b1c55ac52c,يا ناس انتو اللى عليكم الغلط. انا اول مرة اعرف ناس ادميين يسمعو لبقرة. او حمارة مثل احلام,1,"People, you're the one who's wrong. I'm the first time I've ever known a human being who listens to a cow. Or a donkey like a dream."
arb_35237e6a8630e6a5ab167fefc7d78f47,من الزريبة الى الشهرة والمال فعمل تربنة فالمخ فتغير الشكل الخارجي وبقيت الوساخة والانحطاط,1,"From the rug to the fame and the money, he made a hymn, and the brain changed the external shape, and the dirt and decay remained."
arb_ce7648cb8db7496b3801642eccd2d862,أحلام هي رجال أو أمرئة خرى عليكي وعلى يلي شافك وأنبسط لأنك زبالة ومجنونة تفوووو عليكي وعلى يلى نزلك في البرامج,1,Dreams are other men or women on you and on the next of your lips... and spread out because you're junk and crazy... ..to miss you and to come down on the shows.
arb_5de16590ce88229916550e1d0c3cdeac,متخلفة وجاهله وتصلح ان تكون  ملاكم وليس فناه ذو احساس مرهف وليست سوى نكرة فاشله مغرورة,1,"A retarded, ignorant man, and a righteous man to be a boxer, not an artist with a tender sense, and no more than a vain and arrogant nobody."
arb_a7613ff40cf8648cc572f729d2ba2333,احلام غبية وسلوكة سياسي غبي وتفكيرها غبي وتصرفتها غبية وغناءها غبي  لما راح راغب خلص برنامج اصلا اشكال وسخة,1,"Stupid dreams, stupid political behavior, stupid thinking, stupid behavior, stupid singing, when there was a desire, a program had already come up with dirty shapes."
arb_6d036113ffffc31fb347f84c36597485,ما تشبعين من الكنتاكي يا بقرة همداج انتي وزوجج يا خنازبر,1,"What are you so full of kentucky, you wild cow? You and a husband, pigs!"
arb_830c748f8880fcabd1537d8bceec53fc,حمارة وغبية واللي خلاها تشارك في عرب ايدل هو الحمار الاكبر مغرورة وتافهة,1,"Stupid ass, and what's not involved in the Idle Arabs is the big, cocky, petty ass."
arb_bdf761d014e62bfc27a59d884d487a33,فد وحدة حثاله وحرامات والبرنامج ما اتابعه لان بي احلام وحده قذره وحرامات تحكم على اصوات,1,"So the unity of the scum, and the sanctuary, and the program, is what I follow: for I have dreams alone, which are filthy, and forbidden, that judge the sounds."
arb_e98b9a543f221094c3c2374734d3da35,هسه انتي شلونج يابقره اذا راغب هيج انتي شنو,1,"Hey, you're a shilling, cow. If Hege wants, you're a shooo."
arb_876ead2c8d37d607870dd2fead2594f8,نام سه اجل 😝 سبحان من جمعكم بقرة وثور,1,"Nam Sah, yeah .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
arb_d096a32ac875662d5610dfad2f8c0ad6,اخلام لاتستطيع المشاركه لانهم كتبو لافته على الباب ممنوع دخول القرود,1,You can't participate because they wrote a sign on the door. No monkeys coming in.
arb_15b79497a7ab9f316b84809d687369e7,تفووو عليك ياللي مسوي الفديو مووت قهر ماتوصولون ربع احﻻم,1,You're out of your league! You're dead! You're out of your fucking dreams!
arb_43118ae4368ecaa014464a965e17f372,العما ولا ما بتفرقوا عن البقرة بتعد  عن الأنوثة ملايين  ما بعرف كيف عاملين مطربة,1,"Uncle, they don't break up with the cow, they don't make millions of girls, they know how to work a singer."
arb_ae4a0d3596b83cc1b7744bd7f4ce43bc,احلام انقلعي عنا يا بدك كنتاكي انا برءيي نتاكي احلا,1,"Dreams off, you Kentucky. I'm innocent of Ntucky."
arb_dda8caaad92de2d4484f3b6344823a7d,هادي ماتشرفنا نحن الخليجيين 😠 لانها دقاقه ( طقاقه ) اصلا فتفكيرها وتصرفاتها على هالاساس,1,It's just that the Gulfs have the privilege of thinking and acting on Halasas.
arb_9b90fff89cf145821c7d44cca8fec435,ياسبحان الله شو مكروها هالفنانه عليها صفات الخنازير وشكلها اشكال بقر الفريزن انتي مش احلام انتي خرابيط لو انا زوجك انتحرت من زمان,1,Hallowed be Allah Shaw... the art of the pigs... and the shape of the frizen cow... you are not dreams... you are a mess if I were your husband... to commit suicide.
arb_407f875f1ab7ba755d4754ff2affb46a,mbc انتو قناة معروفة ومحترمة شنو هاي الخايسة احلام مخلينهة بالقناة والله خربت قناتكم,1,You're a well-known and respected channel... what a lousy hay dream you've had... and God ruined your channel.
arb_b1abbf543bd1ed3b6dcd33c25ea23822,"هذ الفنان احلام  مو فنانه 
سامجه وتافهه والاهبل الي يسمع اغانيها 
والواضح ان البرنامج جايبها يضحك عليها ويالجمهور",1,"This artist, Moe's dreams, an artist, an artist, and a pussy who hears her songs, and obviously, the show is laughing at her and the audience."
arb_75f48f73fe7c21a4e7567dd064b53a04,افادنا مراسلنا من مكان اراب ايدول هناك انباء عن جريمة وقعت في اراب ايدول وهيه اغتصاب المذيعة ... والمشتبه به احلام,1,"Our reporter from Arrab Idol reported a murder in Arrab Idol, which is the rape of the broadcaster and the suspect Dreams."
arb_299f28b39ac32ba1d4c676b40c8ac645,هههههههه احسن ماشاركت لان هي بقره من صدك من طلبت الكنتاكي في البرنامج وبعد كل هذا. خريجه شريعه اسلاميه,1,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!hhhhhhhhhhhhh!hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
arb_473177da28fde1280e3759c3f8fddeaf,أحقر إنسانة شفتها في حياتي بصراحه لا دين ولا أدب ولا أخلاق ولا شكل أستغفر الله العظيم بس,1,"In my life, the most contemptible person I have ever seen is, frankly, no religion, no manners, no manners, no form of forgiveness for the great God, but..."
arb_784a2e798c74ebd31648b56f47cbe6d3,يقطعها بهزول تقول قدامي غودزيلا أو شمبانزي لسه هظول أحلى منها بكثير,1,"It's cut off by a slug that says before me, ""Godzilla or chimpanzee is much sweeter than she is."""
arb_3a1766594f90cb9fbf08aa51a104545c,شاذة جنسيا .. ربما تكون خنثيا فملامح وجهها وخشونة جسمها قبل التجميل توحي انها ذكر والله اعلم .,1,Gay... maybe she's transvestite... with her face and body roughness before she's beautiful... suggesting she's a male... and God knows.
arb_d7455f5a31abb982cb2101cda0322b03,ذكر تحول الي ذكرين وحدة بشعة بكل شي شكل اخلاق كل شي صوتك زبالة ملكة ع نفسك يامامي,1,"A male turned into two males, an awful unity in all manner of morality... your voice is a piece of shit for yourself, Mammy."
arb_0ce658960dc8821890f908b374c5682f,كل  المطربات  يحجن  بس  الثوره  أحلام  تسكت  ياحمار,1,"All the singers are in need, but the revolution is dreams of silence, asshole."
